competitorId,gender,countryOfOriginName,regionName,affiliateId,age,overallRank,overallScore,year,height_cm,weight_kg,bmi,open_rank,open_score,quarterfinals_rank,quarterfinals_score,semifinals_rank,semifinals_score
163097.0,0,1.0,4,19593.0,27.0,1.0,1435.0,2021,163.0,58.0,21.829952199932254,1.0,26.0,1.0,100.0,1.0,588.0
591912.0,0,10.0,2,22540.0,24.0,2.0,1179.0,2021,170.0,70.0,24.221453287197235,52.0,845.0,3.0,185.0,2.0,544.0
18588.0,0,11.0,2,2025.0,31.0,3.0,1099.0,2021,170.0,69.0,23.87543252595156,118.0,1501.0,39.0,766.0,3.0,528.0
120480.0,0,18.0,2,372.0,35.0,4.0,1064.0,2021,162.0,59.0,22.481329065691202,17.0,414.0,10.0,241.0,1.0,572.0
671666.0,0,29.0,3,3220.0,20.0,5.0,995.0,2021,171.0,64.0,21.887076365377382,10.0,307.0,56.0,963.0,2.0,528.0
764556.0,0,19.0,2,12162.0,22.0,6.0,972.0,2021,170.0,75.0,25.95155709342561,12.0,330.0,9.0,234.0,3.0,528.0
1239980.0,0,29.0,3,22721.0,17.0,7.0,963.0,2021,161.0,62.0,23.9188302920412,5.0,211.0,5.0,211.0,2.0,604.0
310687.0,0,29.0,3,16832.0,32.0,8.0,959.0,2021,158.0,60.0,24.034609838166958,4.0,189.0,18.0,472.0,2.0,328.0
174547.0,0,29.0,3,505.0,29.0,9.0,936.0,2021,171.0,73.0,24.96494647925858,20.0,463.0,8.0,222.0,4.0,468.0
55121.0,0,11.0,2,505.0,28.0,10.0,921.0,2021,169.0,69.0,24.158817968558527,14.0,376.0,47.0,848.0,3.0,472.0
349097.0,0,29.0,3,7589.0,25.0,11.0,917.0,2021,170.0,71.0,24.56747404844291,13.0,363.0,12.0,302.0,3.0,573.0
239442.0,0,13.0,2,25711.0,31.0,12.0,868.0,2021,165.0,65.0,23.875114784205696,6.0,232.0,19.0,483.0,1.0,548.0
19501.0,0,11.0,2,3834.0,29.0,13.0,723.0,2021,164.0,59.0,21.936347412254616,29.0,573.0,59.0,1034.0,5.0,460.0
132258.0,0,29.0,3,3927.0,27.0,14.0,717.0,2021,161.0,65.0,25.076193048107708,243.0,2596.0,118.0,1520.0,1.0,608.0
484380.0,0,4.0,3,22956.0,32.0,15.0,706.0,2021,170.0,69.0,23.87543252595156,50.0,791.0,36.0,694.0,4.0,456.0
1547449.0,0,29.0,3,22537.0,17.0,16.0,689.0,2021,163.0,64.0,24.088223117166624,2.0,66.0,7.0,217.0,3.0,560.0
299053.0,0,18.0,2,12162.0,29.0,17.0,689.0,2021,167.0,67.0,24.023808670084982,35.0,658.0,13.0,313.0,2.0,552.0
585046.0,0,29.0,3,0.0,25.0,18.0,610.0,2021,171.0,62.0,21.20310522895934,992.0,0.0,653.0,0.0,40.0,0.0
887297.0,0,24.0,2,12.0,29.0,19.0,566.0,2021,168.0,68.0,24.092970521541954,42.0,716.0,31.0,657.0,1.0,344.0
168305.0,0,29.0,3,4917.0,26.0,20.0,792.0,2021,168.0,69.0,24.44727891156463,9.0,243.0,6.0,216.0,3.0,512.0
2536.0,0,28.0,2,4098.0,39.0,21.0,436.0,2021,170.0,62.0,21.453287197231838,80.0,1136.0,51.0,887.0,5.0,436.0
37537.0,0,4.0,3,793.0,35.0,22.0,426.0,2021,168.0,71.0,25.15589569160998,146.0,1752.0,21.0,520.0,4.0,527.0
93497.0,0,29.0,3,5124.0,33.0,23.0,424.0,2021,163.0,71.0,26.722872520606725,33.0,652.0,82.0,1249.0,2.0,468.0
1018713.0,0,17.0,4,26488.0,26.0,24.0,416.0,2021,162.0,75.0,28.577960676726104,91.0,1234.0,17.0,439.0,2.0,564.0
1441210.0,0,4.0,3,0.0,21.0,25.0,414.0,2021,168.0,71.0,25.15589569160998,38.0,671.0,25.0,544.0,5.0,448.0
1119323.0,0,1.0,4,0.0,23.0,26.0,404.0,2021,167.0,72.0,25.816630212628635,992.0,0.0,653.0,0.0,40.0,0.0
239148.0,0,4.0,3,718.0,31.0,27.0,387.0,2021,161.0,66.0,25.461980633463213,26.0,538.0,34.0,675.0,1.0,469.0
254313.0,0,29.0,3,0.0,29.0,28.0,381.0,2021,168.0,70.0,24.801587301587304,362.0,3561.0,48.0,857.0,5.0,468.0
39517.0,0,6.0,2,7526.0,34.0,29.0,338.0,2021,165.0,69.0,25.344352617079892,94.0,1256.0,81.0,1245.0,4.0,446.0
159681.0,0,29.0,3,1792.0,34.0,30.0,312.0,2021,166.0,67.0,24.31412396574249,259.0,2789.0,14.0,326.0,5.0,528.0
1187609.0,0,0.0,5,0.0,23.0,31.0,297.0,2021,156.0,61.0,25.06574621959237,25.0,528.0,79.0,1200.0,2.0,528.0
893554.0,0,22.0,0,8492.0,24.0,32.0,296.0,2021,163.0,69.0,25.970115548195267,188.0,2122.0,124.0,1576.0,1.0,636.0
314703.0,0,29.0,3,1926.0,28.0,33.0,234.0,2021,155.0,61.0,25.390218522372525,114.0,1474.0,134.0,1628.0,5.0,465.0
1346810.0,0,15.0,1,17606.0,22.0,34.0,213.0,2021,168.0,71.0,25.15589569160998,992.0,0.0,653.0,0.0,2.0,512.0
670000.0,0,29.0,3,600.0,27.0,35.0,239.0,2021,168.0,77.0,27.281746031746035,7.0,238.0,4.0,193.0,4.0,542.0
2942.0,0,1.0,4,9043.0,31.0,36.0,93.0,2021,162.0,74.0,28.19692120103642,3.0,111.0,2.0,110.0,1.0,660.0
305891.0,0,29.0,3,7589.0,32.0,37.0,0.0,2021,161.0,64.0,24.690405462752206,16.0,398.0,46.0,843.0,2.0,628.0
455677.0,0,3.0,5,10585.0,30.0,38.0,0.0,2021,153.0,62.0,26.48553974966893,38.0,498.0,38.0,536.0,38.0,560.0
592472.0,0,29.0,3,7589.0,27.0,39.0,0.0,2021,163.0,66.0,24.840980089578082,39.0,464.0,39.0,428.0,39.0,632.0
1019212.0,0,30.0,1,17189.0,30.0,40.0,0.0,2021,155.0,60.0,24.97398543184183,40.0,1134.0,40.0,1614.0,40.0,544.0
811708.0,1,29.0,3,1792.0,22.0,1.0,1234.0,2021,176.0,89.0,28.731921487603305,57.0,1156.0,7.0,507.0,3.0,528.0
158264.0,1,4.0,3,1918.0,31.0,2.0,1152.0,2021,181.0,89.0,27.16644791062544,20.0,638.0,4.0,360.0,1.0,544.0
107101.0,1,4.0,3,0.0,30.0,3.0,1028.0,2021,188.0,100.0,28.293345405160707,22.0,644.0,47.0,1110.0,5.0,442.0
81616.0,1,11.0,2,4860.0,28.0,4.0,1004.0,2021,178.0,87.0,27.458654210326976,73.0,1440.0,34.0,884.0,1.0,484.0
310970.0,1,29.0,3,22505.0,25.0,5.0,996.0,2021,176.0,82.0,26.47210743801653,4.0,217.0,6.0,501.0,1.0,580.0
173837.0,1,6.0,2,7526.0,26.0,6.0,965.0,2021,171.0,87.0,29.75274443418488,14.0,564.0,24.0,751.0,1.0,544.0
686308.0,1,3.0,5,10585.0,21.0,7.0,958.0,2021,177.0,88.0,28.088991030674453,84.0,1569.0,107.0,1616.0,2.0,548.0
180541.0,1,4.0,3,0.0,29.0,8.0,912.0,2021,181.0,93.0,28.387411861664784,118.0,2113.0,16.0,602.0,3.0,449.0
1059467.0,1,20.0,2,11487.0,25.0,9.0,887.0,2021,182.0,90.0,27.17063156623596,34.0,817.0,86.0,1436.0,2.0,516.0
2725.0,1,29.0,3,2509.0,30.0,10.0,873.0,2021,171.0,86.0,29.410758865975858,6.0,272.0,8.0,526.0,2.0,548.0
34796.0,1,29.0,3,7991.0,33.0,11.0,840.0,2021,176.0,85.0,27.44059917355372,2.0,141.0,2.0,256.0,2.0,536.0
1690.0,1,29.0,3,7104.0,30.0,12.0,822.0,2021,181.0,93.0,28.387411861664784,96.0,1731.0,1.0,244.0,4.0,516.0
469656.0,1,4.0,3,18059.0,27.0,13.0,815.0,2021,176.0,90.0,29.054752066115704,1.0,101.0,3.0,339.0,2.0,492.0
153625.0,1,29.0,3,967.0,30.0,14.0,776.0,2021,181.0,90.0,27.471688898385274,41.0,888.0,21.0,649.0,1.0,583.0
371085.0,1,5.0,2,859.0,27.0,15.0,768.0,2021,183.0,96.0,28.666129176744597,58.0,1157.0,23.0,734.0,4.0,437.0
202638.0,1,1.0,4,10767.0,30.0,16.0,754.0,2021,183.0,102.0,30.457762250291136,522.0,6245.0,121.0,1833.0,1.0,549.0
337194.0,1,1.0,4,3235.0,26.0,17.0,729.0,2021,177.0,90.0,28.72737719046251,55.0,1146.0,10.0,543.0,3.0,538.0
680734.0,1,6.0,2,7050.0,26.0,18.0,708.0,2021,185.0,94.0,27.465303140978815,137.0,2301.0,66.0,1266.0,5.0,449.0
1020449.0,1,29.0,3,21951.0,23.0,19.0,701.0,2021,186.0,100.0,28.905075731298414,19.0,630.0,52.0,1159.0,1.0,560.0
35627.0,1,29.0,3,4917.0,32.0,20.0,674.0,2021,176.0,87.0,28.08626033057851,234.0,3530.0,79.0,1390.0,4.0,489.0
469626.0,1,29.0,3,505.0,28.0,21.0,513.0,2021,173.0,89.0,29.737044338267232,59.0,1170.0,18.0,622.0,2.0,548.0
156156.0,1,1.0,4,1348.0,22.0,22.0,494.0,2021,175.0,85.0,27.755102040816325,17.0,611.0,11.0,558.0,2.0,548.0
327636.0,1,4.0,3,3220.0,25.0,23.0,479.0,2021,180.0,93.0,28.703703703703702,7.0,276.0,14.0,579.0,3.0,449.0
251546.0,1,4.0,3,15562.0,25.0,24.0,426.0,2021,181.0,93.0,28.387411861664784,67.0,1344.0,5.0,412.0,2.0,312.0
472642.0,1,16.0,2,0.0,23.0,25.0,422.0,2021,174.0,85.0,28.075042938300964,99.0,1833.0,51.0,1147.0,3.0,456.0
120333.0,1,22.0,0,22771.0,37.0,26.0,419.0,2021,185.0,89.0,26.004382761139514,264.0,3828.0,201.0,2629.0,1.0,668.0
308651.0,1,29.0,3,17334.0,26.0,27.0,383.0,2021,183.0,91.0,27.173101615455817,42.0,889.0,61.0,1235.0,5.0,481.0
20698.0,1,29.0,3,5307.0,31.0,28.0,326.0,2021,186.0,98.0,28.326974216672443,53.0,1091.0,48.0,1120.0,3.0,541.0
888668.0,1,20.0,2,11487.0,22.0,29.0,312.0,2021,181.0,92.0,28.082170873904946,74.0,1460.0,240.0,3057.0,3.0,443.0
263026.0,1,29.0,3,5881.0,25.0,30.0,280.0,2021,183.0,93.0,27.77031263997133,342.0,4614.0,146.0,2124.0,5.0,425.0
676693.0,1,29.0,3,1324.0,23.0,31.0,278.0,2021,163.0,87.0,32.74492829989838,18.0,621.0,32.0,853.0,5.0,508.0
478414.0,1,0.0,5,0.0,24.0,32.0,262.0,2021,173.0,85.0,28.40054796351365,9.0,417.0,46.0,1057.0,1.0,560.0
483096.0,1,9.0,2,16421.0,26.0,33.0,248.0,2021,177.0,92.0,29.365763350250564,12.0,510.0,22.0,703.0,4.0,437.0
95022.0,1,29.0,3,27613.0,34.0,34.0,242.0,2021,173.0,89.0,29.737044338267232,62.0,1248.0,92.0,1513.0,4.0,513.0
698182.0,1,25.0,2,0.0,28.0,35.0,157.0,2021,172.0,86.0,29.069767441860467,266.0,3849.0,126.0,1872.0,2.0,476.0
134617.0,1,29.0,3,12611.0,29.0,36.0,146.0,2021,176.0,88.0,28.40909090909091,157.0,2486.0,43.0,1033.0,3.0,513.0
6346.0,1,13.0,2,14124.0,24.0,37.0,108.0,2021,176.0,87.0,28.08626033057851,70.0,1410.0,76.0,1380.0,3.0,456.0
1325298.0,1,30.0,1,27104.0,31.0,38.0,54.0,2021,175.0,87.0,28.408163265306122,27.0,748.0,49.0,1122.0,2.0,538.0
901702.0,1,30.0,1,5808.0,36.0,39.0,0.0,2021,175.0,85.0,27.755102040816325,39.0,548.0,39.0,2305.0,39.0,544.0
975774.0,1,30.0,1,0.0,26.0,40.0,0.0,2021,182.0,103.0,31.095278348025598,40.0,1304.0,40.0,2047.0,40.0,528.0
163097.0,0,1.0,4,19593.0,28.0,1.0,1158.0,2022,163.0,58.0,21.829952199932254,2.0,8.0,1.0,18.0,1.0,600.0
1239980.0,0,29.0,3,6897.0,18.0,2.0,1045.0,2022,161.0,62.0,23.9188302920412,1.0,4.0,4.0,143.0,1.0,576.0
591912.0,0,10.0,2,22540.0,25.0,3.0,981.0,2022,170.0,70.0,24.221453287197235,103.0,531.0,21.0,340.0,1.0,560.0
349097.0,0,29.0,3,6103.0,26.0,4.0,937.0,2022,170.0,69.0,23.87543252595156,56.0,296.0,6.0,160.0,1.0,532.0
168305.0,0,29.0,3,19593.0,27.0,5.0,904.0,2022,168.0,69.0,24.44727891156463,5.0,43.0,13.0,268.0,4.0,443.0
1931423.0,0,4.0,3,21726.0,17.0,6.0,893.0,2022,166.0,64.0,23.225431847873423,992.0,0.0,653.0,0.0,1.0,568.0
2942.0,0,1.0,4,0.0,32.0,7.0,890.0,2022,162.0,74.0,28.19692120103642,43.0,250.0,2.0,116.0,2.0,560.0
764556.0,0,19.0,2,12162.0,23.0,8.0,868.0,2022,170.0,75.0,25.95155709342561,13.0,96.0,3.0,131.0,3.0,496.0
671666.0,0,29.0,3,3220.0,21.0,9.0,867.0,2022,171.0,64.0,21.887076365377382,3.0,38.0,26.0,382.0,1.0,502.0
503582.0,0,29.0,3,25335.0,23.0,10.0,859.0,2022,166.0,71.0,25.76571345623458,7.0,66.0,5.0,151.0,2.0,496.0
132258.0,0,29.0,3,0.0,28.0,11.0,828.0,2022,161.0,66.0,25.461980633463213,16.0,140.0,16.0,305.0,1.0,380.0
239442.0,0,13.0,2,25711.0,32.0,12.0,798.0,2022,165.0,65.0,23.875114784205696,6.0,58.0,10.0,229.0,2.0,508.0
310687.0,0,29.0,3,16832.0,33.0,13.0,785.0,2022,158.0,60.0,24.034609838166958,12.0,95.0,9.0,211.0,4.0,476.0
174547.0,0,29.0,3,505.0,30.0,14.0,778.0,2022,171.0,73.0,24.96494647925858,20.0,152.0,8.0,208.0,2.0,520.0
299053.0,0,18.0,2,12162.0,30.0,15.0,764.0,2022,167.0,67.0,24.023808670084982,87.0,456.0,12.0,259.0,1.0,532.0
1458106.0,0,28.0,2,1954.0,26.0,16.0,760.0,2022,168.0,73.0,25.86451247165533,38.0,227.0,17.0,311.0,5.0,484.0
670000.0,0,29.0,3,600.0,28.0,17.0,750.0,2022,168.0,78.0,27.636054421768712,14.0,115.0,60.0,765.0,3.0,504.0
1119323.0,0,1.0,4,101.0,24.0,18.0,728.0,2022,167.0,72.0,25.816630212628635,992.0,0.0,653.0,0.0,3.0,504.0
831149.0,0,18.0,2,22538.0,26.0,19.0,663.0,2022,174.0,70.0,23.120623596247853,11.0,87.0,25.0,373.0,4.0,492.0
698210.0,0,21.0,2,22093.0,27.0,20.0,642.0,2022,170.0,72.0,24.913494809688583,42.0,239.0,24.0,368.0,2.0,504.0
531598.0,0,29.0,3,4938.0,30.0,21.0,636.0,2022,161.0,65.0,25.076193048107708,58.0,303.0,20.0,322.0,3.0,484.0
19501.0,0,11.0,2,3834.0,30.0,22.0,582.0,2022,164.0,59.0,21.936347412254616,46.0,265.0,41.0,636.0,3.0,501.0
239148.0,0,4.0,3,718.0,32.0,23.0,565.0,2022,161.0,66.0,25.461980633463213,34.0,218.0,66.0,814.0,5.0,441.0
1232297.0,0,29.0,3,6103.0,20.0,24.0,553.0,2022,168.0,69.0,24.44727891156463,193.0,969.0,29.0,429.0,4.0,484.0
1190381.0,0,29.0,3,3220.0,19.0,25.0,509.0,2022,163.0,71.0,26.722872520606725,307.0,1533.0,39.0,596.0,2.0,560.0
1346810.0,0,15.0,1,17606.0,23.0,26.0,493.0,2022,168.0,71.0,25.15589569160998,160.0,801.0,45.0,662.0,1.0,588.0
656004.0,0,29.0,3,29609.0,30.0,27.0,488.0,2022,168.0,72.0,25.510204081632658,400.0,1947.0,68.0,833.0,5.0,469.0
585046.0,0,29.0,3,3220.0,26.0,28.0,455.0,2022,171.0,62.0,21.20310522895934,992.0,0.0,653.0,0.0,3.0,480.0
1544576.0,0,26.0,1,18749.0,24.0,29.0,443.0,2022,161.0,64.0,24.690405462752206,992.0,0.0,653.0,0.0,2.0,560.0
555277.0,0,29.0,3,1524.0,22.0,30.0,352.0,2022,158.0,58.0,23.233456176894723,60.0,309.0,105.0,1182.0,5.0,442.0
1441210.0,0,4.0,3,505.0,22.0,31.0,342.0,2022,168.0,71.0,25.15589569160998,48.0,278.0,27.0,384.0,2.0,512.0
1207609.0,0,4.0,3,2126.0,20.0,32.0,335.0,2022,165.0,69.0,25.344352617079892,94.0,500.0,32.0,474.0,4.0,468.0
221169.0,0,3.0,5,3220.0,29.0,33.0,318.0,2022,161.0,64.0,24.690405462752206,64.0,356.0,48.0,702.0,1.0,516.0
254824.0,0,11.0,2,21943.0,27.0,34.0,299.0,2022,170.0,70.0,24.221453287197235,172.0,876.0,18.0,315.0,4.0,447.0
1983424.0,0,14.0,2,16895.0,26.0,35.0,296.0,2022,157.0,60.0,24.341758286340216,992.0,0.0,653.0,0.0,5.0,420.0
314703.0,0,29.0,3,1926.0,29.0,36.0,281.0,2022,155.0,61.0,25.390218522372525,51.0,285.0,41.0,636.0,3.0,477.0
1558034.0,0,3.0,5,17913.0,22.0,37.0,258.0,2022,159.0,67.0,26.502116213757365,992.0,0.0,653.0,0.0,2.0,460.0
